latitude,longitude,strata,region
41,-67.5,27,3
41,-67.5,27,3
41,-67.5,27,3
41,-67.5,27,3
40.6833,-71.0333,19,2
40.6833,-71.0333,19,2
40.6833,-71.0333,19,2
40.6833,-71.0333,19,2
40.6833,-71.0333,19,2
41.25,-67.5,30,3
41.25,-67.5,30,3
41.25,-67.5,30,3
40.35,-70.8667,19,2
40.35,-70.8667,19,2
40.35,-70.8667,19,2
40.35,-70.8667,19,2
40.35,-70.8667,19,2
41.5,-67.5,30,3
41.5,-67.5,30,3
41.5,-67.5,30,3
41.75,-67.5,30,3
41.75,-67.5,30,3
41.75,-67.5,30,3
41.75,-67.5,30,3
42,-67.55,31,3
42,-67.55,31,3
42,-67.55,31,3
42,-67.55,31,3
42,-67.55,31,3
42.25,-67.5,38,4
42.25,-67.5,38,4
42.25,-67.5,38,4
42.25,-67.5,38,4
42.25,-67.5,38,4
42.25,-67,38,4
42.25,-67,38,4
42.25,-67,38,4
42.25,-67,38,4
42.25,-67,38,4
42.25,-67,38,4
42,-67,29,3
42,-67,29,3
42,-67,29,3
41.75,-67,30,3
41.75,-67,30,3
41.75,-67,30,3
41.75,-67,30,3
41.75,-67,30,3
40.0667,-71.5,19,2
40.0667,-71.5,19,2
40.0667,-71.5,19,2
41.5,-67,29,3
41.5,-67,29,3
41.5,-67,29,3
41.5,-67,29,3
41.25,-67,29,3
41.25,-67,29,3
41.25,-67,29,3
41.25,-67,29,3
40.5,-71.6,19,2
40.5,-71.6,19,2
40.5,-71.6,19,2
40.5,-71.6,19,2
40.5,-71.6,19,2
41,-67,29,3
41,-67,29,3
41,-67,29,3
40.75,-67,27,3
40.75,-67,27,3
40.75,-67,27,3
40.75,-67,27,3
41.05,-71.7,20,2
41.05,-71.7,20,2
41.05,-71.7,20,2
41,-66.5,28,3
41,-66.5,28,3
41,-66.5,28,3
41,-66.5,28,3
40.8167,-72.1333,20,2
40.8167,-72.1333,20,2
41.25,-66.5,29,3
41.25,-66.5,29,3
41.25,-66.5,29,3
41.25,-66.5,29,3
40.4167,-72,19,2
40.4167,-72,19,2
40.4167,-72,19,2
40.4167,-72,19,2
40.4167,-72,19,2
40.4167,-72,19,2
41.5,-66.5,29,3
41.5,-66.5,29,3
41.5,-66.5,29,3
41.5,-66.5,29,3
41.75,-66.5,29,3
41.75,-66.5,29,3
41.75,-66.5,29,3
42,-66.5,29,3
42,-66.5,29,3
42,-66.5,29,3
42,-66.5,29,3
42.25,-66.5,38,4
42.25,-66.5,38,4
42.25,-66.5,38,4
42.25,-66.5,38,4
42.25,-66.5,38,4
42.1833,-66.2833,38,4
42.1833,-66.2833,38,4
42.1833,-66.2833,38,4
42.1833,-66.2833,38,4
42.1833,-66.2833,38,4
42.25,-66,38,4
42.25,-66,38,4
42.25,-66,38,4
42.25,-66,38,4
42.25,-66,38,4
39.85,-72.45,15,2
39.85,-72.45,15,2
39.85,-72.45,15,2
39.85,-72.45,15,2
42,-66,29,3
42,-66,29,3
42,-66,29,3
42,-66,29,3
40.3167,-72.7167,16,2
40.3167,-72.7167,16,2
40.3167,-72.7167,16,2
40.3167,-72.7167,16,2
40.3167,-72.7167,16,2
41.75,-66,29,3
41.75,-66,29,3
41.75,-66,29,3
41.75,-66,29,3
40.5667,-72.4667,16,2
40.5667,-72.4667,16,2
40.5667,-72.4667,16,2
41.5,-66,28,3
41.5,-66,28,3
41.5,-66,28,3
41.5,-66,28,3
40.7,-72.6333,16,2
40.2667,-73.6,16,2
40.2667,-73.6,16,2
41.8333,-68,32,3
41.8333,-68,32,3
41.8333,-68,32,3
41.8333,-68,32,3
41.8333,-68,32,3
40.1,-73.3833,16,2
40.1,-73.3833,16,2
41.75,-68.5,34,4
41.75,-68.5,34,4
41.75,-68.5,34,4
41.75,-68.5,34,4
39.8667,-73.0833,15,2
39.8667,-73.0833,15,2
39.8667,-73.0833,15,2
39.8667,-73.0833,15,2
39.8667,-73.0833,15,2
39.65,-72.7667,15,2
39.65,-72.7667,15,2
39.65,-72.7667,15,2
41.5,-69,34,4
41.5,-69,34,4
41.5,-69,34,4
41.5,-69,34,4
41.6167,-69.1667,34,4
41.6167,-69.1667,34,4
41.6167,-69.1667,34,4
41.6167,-69.1667,34,4
41.75,-69.5,34,4
41.75,-69.5,34,4
41.75,-69.5,34,4
41.75,-69.5,34,4
41.9167,-69.8333,33,4
41.9167,-69.8333,33,4
41.9167,-69.8333,33,4
41.9167,-69.8333,33,4
41.75,-69.75,33,4
41.75,-69.75,33,4
41.75,-69.75,33,4
41.75,-69.75,33,4
41.75,-69.75,33,4
39.2833,-72.85,15,2
39.2833,-72.85,15,2
39.2833,-72.85,15,2
39.2833,-72.85,15,2
41.5,-69.4167,33,4
41.5,-69.4167,33,4
41.5,-69.4167,33,4
41.5,-69.4167,33,4
41.3667,-69.3333,33,4
41.3667,-69.3333,33,4
41.3667,-69.3333,33,4
41.3667,-69.3333,33,4
39.65,-73.3833,11,1
39.65,-73.3833,11,1
39.65,-73.3833,11,1
41.3667,-69.2333,34,4
41.3667,-69.2333,34,4
41.3667,-69.2333,34,4
41.3667,-69.2333,34,4
41.25,-69.4167,33,4
41.25,-69.4167,33,4
41.25,-69.4167,33,4
41.25,-69.4167,33,4
41.1167,-69.2667,33,4
41.1167,-69.2667,33,4
41.1167,-69.2667,33,4
41.1167,-69.2667,33,4
41.1167,-69.2667,33,4
40.0333,-73.7333,16,2
41,-69.2667,24,2
41,-69.2667,24,2
41,-69.2667,24,2
41,-69.2667,24,2
41,-69.2667,24,2
40.9167,-69.6333,24,2
40.9167,-69.6333,24,2
40.9167,-69.6333,24,2
40.9167,-69.6333,24,2
40.9167,-69.65,24,2
40.9167,-69.65,24,2
40.9167,-69.65,24,2
40.9167,-69.65,24,2
40.9167,-69.65,24,2
39.9167,-73.8833,13,1
40.75,-69,23,2
40.75,-69,23,2
40.75,-69,23,2
40.75,-69,23,2
39.7,-73.9667,13,1
39.7,-73.9667,13,1
41,-69,23,2
41,-69,23,2
41,-69,23,2
39.5667,-73.8167,11,1
41.25,-69,34,4
41.25,-69,34,4
41.25,-69,34,4
41.25,-69,34,4
39.35,-74.1,13,1
41.3667,-68.25,31,3
41.3667,-68.25,31,3
41.3667,-68.25,31,3
39.1667,-74.3833,12,1
39.1667,-74.3833,12,1
41.5,-68.5,33,4
41.5,-68.5,33,4
41.5,-68.5,33,4
41.5,-68.5,33,4
38.9833,-73.1333,10,1
38.9833,-73.1333,10,1
38.9833,-73.1333,10,1
38.9833,-73.1333,10,1
38.9833,-73.1333,10,1
42.3,-70,36,4
42.3,-70,36,4
42.3,-70,36,4
42.3,-70,36,4
42.5,-70,36,4
42.5,-70,36,4
42.5,-70,36,4
42.5,-70,36,4
42.75,-70.25,36,4
42.75,-70.25,36,4
42.75,-70.25,36,4
42.75,-70.25,36,4
42.75,-70.5,36,4
42.75,-70.5,36,4
42.75,-70.5,36,4
42.75,-70.5,36,4
42.8667,-70.5,40,4
42.8667,-70.5,40,4
42.8667,-70.5,40,4
42.8667,-70.5,40,4
43,-70.4333,40,4
43,-70.4333,40,4
43,-70.4333,40,4
43,-70.4333,40,4
43,-70.25,36,4
43,-70.25,36,4
43,-70.25,36,4
43,-70.25,36,4
43.1667,-70.3167,40,4
43.1667,-70.3167,40,4
43.1667,-70.3167,40,4
43.1667,-70.3167,40,4
43.1667,-70.3167,40,4
38.7167,-73.7667,11,1
38.7167,-73.7667,11,1
38.7167,-73.7667,11,1
38.7167,-73.7667,11,1
38.7167,-73.7667,11,1
43.35,-70.2,40,4
43.35,-70.2,40,4
43.35,-70.2,40,4
43.35,-70.2,40,4
43.35,-70.2,40,4
43.5,-70,40,4
43.5,-70,40,4
43.5,-70,40,4
43.5,-70,40,4
43.5,-70,40,4
43.25,-70,36,4
43.25,-70,36,4
43.25,-70,36,4
43.25,-70,36,4
43.25,-70,36,4
38.3667,-73.85,7,1
38.3667,-73.85,7,1
38.3667,-73.85,7,1
38.3667,-73.85,7,1
38.3667,-73.85,7,1
43,-70,36,4
43,-70,36,4
43,-70,36,4
43,-70,36,4
42.75,-70,36,4
42.75,-70,36,4
42.75,-70,36,4
42.75,-70,36,4
42.25,-69.5,37,4
42.25,-69.5,37,4
42.25,-69.5,37,4
42.25,-69.5,37,4
41.9167,-69.8333,33,4
41.9167,-69.8333,33,4
41.9167,-69.8333,33,4
41.9167,-69.8333,33,4
41.75,-69.5,34,4
41.75,-69.5,34,4
41.75,-69.5,34,4
41.75,-69.5,34,4
42,-69,34,4
42,-69,34,4
42,-69,34,4
42,-69,34,4
41.75,-69,34,4
41.75,-69,34,4
41.75,-69,34,4
41.75,-69,34,4
41.5,-69,34,4
41.5,-69,34,4
41.5,-69,34,4
41.5,-69,34,4
41.5,-69.4167,33,4
41.5,-69.4167,33,4
41.5,-69.4167,33,4
41.5,-69.4167,33,4
41.5,-69.4167,33,4
41.5,-69.6667,33,4
41.5,-69.6667,33,4
41.5,-69.6667,33,4
41.5,-69.6667,33,4
41.5,-69.6667,33,4
41.5667,-69.7333,25,2
41.5667,-69.7333,25,2
41.5667,-69.7333,25,2
41.5667,-69.7333,25,2
41.5667,-69.7333,25,2
41.6167,-69.8,25,2
41.6167,-69.8,25,2
41.6167,-69.8,25,2
41.6167,-69.8,25,2
41.5667,-69.6,33,4
41.5667,-69.6,33,4
41.5667,-69.6,33,4
41.5667,-69.6,33,4
41.5,-69.5667,33,4
41.5,-69.5667,33,4
41.5,-69.5667,33,4
41.5,-69.5667,33,4
41.4,-69.5833,25,2
41.4,-69.5833,25,2
41.4,-69.5833,25,2
41.4,-69.5833,25,2
41.3667,-69.4667,33,4
41.3667,-69.4667,33,4
41.3667,-69.4667,33,4
41.25,-69.4167,33,4
41.25,-69.4167,33,4
41.25,-69.4167,33,4
41.25,-69.4167,33,4
41,-69.2667,24,2
41,-69.2667,24,2
41,-69.2667,24,2
41,-69.2667,24,2
40.9167,-69.6333,24,2
40.9167,-69.6333,24,2
40.75,-69.5,24,2
40.75,-69.5,24,2
40.75,-69.5,24,2
40.75,-69.5,24,2
40.75,-69,23,2
40.75,-69,23,2
40.75,-69,23,2
40.75,-69,23,2
40.75,-69,23,2
40.75,-69,23,2
41,-69,23,2
41,-69,23,2
41,-69,23,2
41,-69,23,2
41,-69,23,2
41.25,-69,34,4
41.25,-69,34,4
41.25,-69,34,4
41.25,-69,34,4
41.6667,-69.6667,33,4
41.6667,-69.6667,33,4
41.6667,-69.6667,33,4
41.6667,-69.6667,33,4
41.7167,-69.7167,33,4
41.7167,-69.7167,33,4
41.7167,-69.7167,33,4
41.7167,-69.7167,33,4
41.75,-69.8333,33,4
41.75,-69.8333,33,4
41.75,-69.8333,33,4
41.75,-69.8333,33,4
41.75,-69.8333,33,4
41.7833,-69.7833,33,4
41.7833,-69.7833,33,4
41.7833,-69.7833,33,4
41.7833,-69.7833,33,4
41.6333,-69.5667,33,4
41.6333,-69.5667,33,4
41.6333,-69.5667,33,4
41.6333,-69.5667,33,4
41.55,-69.5333,33,4
41.55,-69.5333,33,4
41.55,-69.5333,33,4
41.55,-69.5333,33,4
41.4333,-69.3667,33,4
41.4333,-69.3667,33,4
41.4333,-69.3667,33,4
41.4333,-69.3667,33,4
41.3833,-69.45,33,4
41.3833,-69.45,33,4
41.3833,-69.45,33,4
41.35,-69.3333,33,4
41.35,-69.3333,33,4
41.35,-69.3333,33,4
41.35,-69.3333,33,4
41.25,-69.4167,33,4
41.25,-69.4167,33,4
41.2,-69.3833,33,4
41.2,-69.3833,33,4
41.2,-69.3833,33,4
38.2333,-74.5167,8,1
38.2333,-74.5167,8,1
38.2333,-74.5167,8,1
38.2333,-74.5167,8,1
41,-69.25,24,2
41,-69.25,24,2
41,-69.25,24,2
38.4167,-74.65,8,1
38.4167,-74.65,8,1
38.5833,-74.8,8,1
38.5833,-74.8,8,1
38.5833,-74.8,8,1
40.75,-69.5,24,2
40.75,-69.5,24,2
40.75,-69.5,24,2
38.7333,-74.9167,12,1
38.7333,-74.9167,12,1
40.9167,-69.6333,24,2
40.9167,-69.6333,24,2
40.9167,-69.6333,24,2
40.9167,-69.6333,24,2
40.9167,-69.6333,24,2
38.6667,-74.3167,8,1
38.6667,-74.3167,8,1
38.6667,-74.3167,8,1
38.6667,-74.3167,8,1
38.6667,-74.3167,8,1
38.9167,-74.4833,8,1
38.9167,-74.4833,8,1
38.9167,-74.4833,8,1
38.9333,-74.1,11,1
38.9333,-74.1,11,1
38.9333,-74.1,11,1
38.9333,-74.1,11,1
40.4167,-68.8833,23,2
40.4167,-68.8833,23,2
40.4167,-68.8833,23,2
40.4167,-68.8833,23,2
40.4167,-68.8833,23,2
40.6333,-69.0833,23,2
40.6333,-69.0833,23,2
40.6333,-69.0833,23,2
40.6333,-69.0833,23,2
40.6333,-69.0833,23,2
40.6333,-69.0833,23,2
40.9333,-69.1,23,2
40.9333,-69.1,23,2
40.9333,-69.1,23,2
40.9333,-69.1,23,2
41.0667,-69.0833,33,4
41.0667,-69.0833,33,4
41.0667,-69.0833,33,4
41.0667,-69.0833,33,4
41.3333,-69.1167,34,4
41.3333,-69.1167,34,4
41.3333,-69.1167,34,4
41.3333,-69.1167,34,4
41.65,-69.15,34,4
41.65,-69.15,34,4
41.65,-69.15,34,4
41.65,-69.15,34,4
41.65,-69.15,34,4
41.9,-69.1667,37,4
41.9,-69.1667,37,4
41.9,-69.1667,37,4
41.9,-69.1667,37,4
41.9333,-69.0167,34,4
41.9333,-69.0167,34,4
41.9333,-69.0167,34,4
41.9333,-69.0167,34,4
41.9333,-69.0167,34,4
41.8667,-68.1833,32,3
41.8667,-68.1833,32,3
41.8667,-68.1833,32,3
41.8667,-68.1833,32,3
41.8667,-68.1833,32,3
41.7333,-68.15,31,3
41.7333,-68.15,31,3
41.6167,-68.8833,34,4
41.6167,-68.8833,34,4
41.6167,-68.8833,34,4
41.6167,-68.8833,34,4
41.6167,-68.8833,34,4
41.3333,-68.6833,33,4
41.3333,-68.6833,33,4
41.3333,-68.6833,33,4
41.3333,-68.6833,33,4
41.25,-68.45,31,3
41.25,-68.45,31,3
41.25,-68.45,31,3
41.1833,-68.35,30,3
41.1833,-68.35,30,3
40.85,-68.7333,27,3
40.85,-68.7333,27,3
40.85,-68.7333,27,3
40.85,-68.7333,27,3
40.4833,-68.65,27,3
40.4833,-68.65,27,3
40.4833,-68.65,27,3
40.4833,-68.65,27,3
40.6167,-67.6667,27,3
40.6167,-67.6667,27,3
40.6167,-67.6667,27,3
40.6167,-67.6667,27,3
40.6167,-67.6667,27,3
40.9333,-67.6833,27,3
40.9333,-67.6833,27,3
40.9333,-67.6833,27,3
40.9333,-67.6833,27,3
40.9333,-67.6833,27,3
41.2667,-67.6833,30,3
41.2667,-67.6833,30,3
41.2667,-67.6833,30,3
41.4667,-67.7,30,3
41.4667,-67.7,30,3
41.4667,-67.7,30,3
41.8167,-67.7333,31,3
41.8167,-67.7333,31,3
41.8167,-67.7333,31,3
42.3,-67.7167,38,4
42.3,-67.7167,38,4
42.3,-67.7167,38,4
42.3,-67.7167,38,4
42.3,-67.7167,38,4
42.5,-67.7,38,4
42.5,-67.7,38,4
42.5,-67.7,38,4
42.5,-67.7,38,4
42.5,-67.7,38,4
42.7667,-67.7,38,4
42.7667,-67.7,38,4
42.7667,-67.7,38,4
42.7667,-67.7,38,4
42.7667,-67.7,38,4
43.3833,-67.85,42,4
43.3833,-67.85,42,4
43.3833,-67.85,42,4
43.3833,-67.85,42,4
43.3833,-67.85,42,4
43.8167,-67.7167,42,4
43.8167,-67.7167,42,4
43.8167,-67.7167,42,4
43.8167,-67.7167,42,4
43.8167,-67.7167,42,4
43.9167,-68.0167,41,4
43.9167,-68.0167,41,4
43.9167,-68.0167,41,4
43.9167,-68.0167,41,4
43.9167,-68.0167,41,4
43.6167,-68.9167,41,4
43.6167,-68.9167,41,4
43.6167,-68.9167,41,4
43.6167,-68.9167,41,4
43.6167,-68.9167,41,4
43.3667,-68.6833,41,4
43.3667,-68.6833,41,4
43.3667,-68.6833,41,4
43.3667,-68.6833,41,4
43.3667,-68.6833,41,4
43.3833,-68.1333,42,4
43.3833,-68.1333,42,4
43.3833,-68.1333,42,4
43.3833,-68.1333,42,4
43.3833,-68.1333,42,4
43.2,-67.9833,42,4
43.2,-67.9833,42,4
43.2,-67.9833,42,4
43.2,-67.9833,42,4
42.9,-68.3667,42,4
42.9,-68.3667,42,4
42.9,-68.3667,42,4
42.9,-68.3667,42,4
42.9,-68.3667,42,4
43.1167,-68.95,41,4
43.1167,-68.95,41,4
43.1167,-68.95,41,4
43.1167,-68.95,41,4
43.1167,-68.95,41,4
42.9167,-68.8167,41,4
42.9167,-68.8167,41,4
42.9167,-68.8167,41,4
42.9167,-68.8167,41,4
42.9167,-68.8167,41,4
42.6667,-68.3167,38,4
42.6667,-68.3167,38,4
42.6667,-68.3167,38,4
42.6667,-68.3167,38,4
42.6667,-68.3167,38,4
42.3167,-68.45,34,4
42.3167,-68.45,34,4
42.3167,-68.45,34,4
42.3167,-68.45,34,4
42.3167,-68.45,34,4
42.1667,-68.8,34,4
42.1667,-68.8,34,4
42.1667,-68.8,34,4
42.1667,-68.8,34,4
42.1833,-69.2167,34,4
42.1833,-69.2167,34,4
42.1833,-69.2167,34,4
42.1833,-69.2167,34,4
42.1833,-69.2167,34,4
42.5833,-69.25,37,4
42.5833,-69.25,37,4
42.5833,-69.25,37,4
42.5833,-69.25,37,4
42.9667,-69.2833,41,4
42.9667,-69.2833,41,4
42.9667,-69.2833,41,4
42.9667,-69.2833,41,4
42.9667,-69.2833,41,4
42.9667,-69.2833,41,4
43.3,-69.3333,41,4
43.3,-69.3333,41,4
43.3,-69.3333,41,4
43.3,-69.3333,41,4
43.3,-69.3333,41,4
43.6667,-69.3667,41,4
43.6667,-69.3667,41,4
43.6667,-69.3667,41,4
43.6667,-69.3667,41,4
43.6667,-69.3667,41,4
43.6667,-69.3667,41,4
43.3333,-69.6667,41,4
43.3333,-69.6667,41,4
43.3333,-69.6667,41,4
43.3333,-69.6667,41,4
43.1333,-69.9667,36,4
43.1333,-69.9667,36,4
43.1333,-69.9667,36,4
43.1333,-69.9667,36,4
42.9,-70.0167,36,4
42.9,-70.0167,36,4
42.9,-70.0167,36,4
42.9,-70.0167,36,4
42.9,-70.0167,36,4
42.25,-69.7167,37,4
42.25,-69.7167,37,4
42.25,-69.7167,37,4
42.25,-69.7167,37,4
41.9667,-69.8333,33,4
41.9667,-69.8333,33,4
41.9667,-69.8333,33,4
41.9667,-69.8333,33,4
40.1333,-69.5667,23,2
40.1333,-69.5667,23,2
40.1333,-69.5667,23,2
40.1333,-69.5667,23,2
40.1333,-69.5667,23,2
40.6167,-70.25,24,2
40.6167,-70.25,24,2
40.6167,-70.25,24,2
40.6167,-70.25,24,2
40.6167,-70.25,24,2
40.6833,-70.5667,23,2
40.6833,-70.5667,23,2
40.6833,-70.5667,23,2
40.6833,-70.5667,23,2
40.6833,-70.5667,23,2
41.0333,-70.5333,24,2
41.0333,-70.5333,24,2
41.0333,-70.5333,24,2
41.0333,-70.5333,24,2
41.0333,-70.5333,24,2
41.0333,-70.5333,24,2
41.1833,-71,20,2
41.1833,-71,20,2
41.1833,-71,20,2
41.1833,-71,20,2
41.3333,-71.35,20,2
41.3333,-71.35,20,2
41.3333,-71.35,20,2
41.3333,-71.35,20,2
41.3333,-71.35,20,2
41.15,-71.25,20,2
41.15,-71.25,20,2
41.15,-71.25,20,2
41.15,-71.25,20,2
41.15,-71.25,20,2
40.95,-71.1833,20,2
40.95,-71.1833,20,2
40.95,-71.1833,20,2
40.95,-71.1833,20,2
40.95,-71.1833,20,2
40.95,-71.1833,20,2
40.6667,-71.0333,19,2
40.6667,-71.0333,19,2
40.6667,-71.0333,19,2
40.6667,-71.0333,19,2
40.6667,-71.0333,19,2
35.4667,-75.25,3,1
35.4667,-75.25,3,1
35.4667,-75.25,3,1
35.6833,-74.9667,2,1
35.6833,-74.9667,2,1
35.6833,-74.9667,2,1
35.6833,-74.9667,2,1
35.85,-75.4833,3,1
35.85,-75.4833,3,1
35.85,-75.4833,3,1
35.85,-75.4833,3,1
36.15,-75.1,2,1
36.15,-75.1,2,1
36.15,-75.1,2,1
36.2667,-74.7667,1,1
36.2667,-74.7667,1,1
36.2667,-74.7667,1,1
36.2667,-74.7667,1,1
36.2667,-74.7667,1,1
36.3833,-75.25,2,1
36.3833,-75.25,2,1
36.3833,-75.25,2,1
36.3833,-75.25,2,1
36.25,-75.5333,3,1
36.25,-75.5333,3,1
36.55,-75.7833,6,1
36.55,-75.7833,6,1
36.55,-75.7833,6,1
36.55,-75.7833,6,1
36.7167,-75.3667,5,1
36.7167,-75.3667,5,1
36.7167,-75.3667,5,1
36.95,-75.7833,6,1
36.95,-75.7833,6,1
36.95,-75.7833,6,1
36.95,-75.7833,6,1
36.9167,-75.55,5,1
36.9167,-75.55,5,1
36.9167,-75.55,5,1
36.8833,-75.3167,5,1
36.8833,-75.3167,5,1
36.8833,-75.3167,5,1
36.8833,-75.3167,5,1
36.85,-75.0667,5,1
36.85,-75.0667,5,1
36.85,-75.0667,5,1
36.8167,-74.8333,5,1
36.8167,-74.8333,5,1
36.8167,-74.8333,5,1
36.8167,-74.8333,5,1
36.8167,-74.8333,5,1
36.65,-74.8667,5,1
36.65,-74.8667,5,1
36.65,-74.8667,5,1
36.65,-74.8667,5,1
37.2167,-74.75,4,1
37.2167,-74.75,4,1
37.2167,-74.75,4,1
37.2167,-74.75,4,1
37.2167,-74.75,4,1
37.3,-75.15,5,1
37.3,-75.15,5,1
37.3,-75.15,5,1
37.25,-75.6667,6,1
37.25,-75.6667,6,1
37.25,-75.6667,6,1
37.25,-75.6667,6,1
37.6167,-75.3167,5,1
37.6167,-75.3167,5,1
37.6167,-75.3167,5,1
37.8,-75.2833,9,1
37.8,-75.2833,9,1
37.8,-75.2833,9,1
37.8,-75.2833,9,1
37.8,-75.2833,9,1
37.5167,-74.95,5,1
37.5167,-74.95,5,1
37.5167,-74.95,5,1
37.5167,-74.95,5,1
37.5167,-74.95,5,1
37.5167,-74.65,4,1
37.5167,-74.65,4,1
37.5167,-74.65,4,1
37.5167,-74.65,4,1
37.5167,-74.65,4,1
37.5167,-74.65,4,1
37.6333,-74.35,7,1
37.6333,-74.35,7,1
37.6333,-74.35,7,1
37.6333,-74.35,7,1
38.75,-74.95,12,1
38.75,-74.95,12,1
38.75,-74.95,12,1
38.5833,-74.8,8,1
38.5833,-74.8,8,1
38.5833,-74.8,8,1
38.5833,-74.8,8,1
38.4167,-74.65,8,1
38.4167,-74.65,8,1
38.4167,-74.65,8,1
38.4167,-74.65,8,1
38.2333,-74.5167,8,1
38.2333,-74.5167,8,1
38.2333,-74.5167,8,1
38.0667,-74.3667,8,1
38.0667,-74.3667,8,1
38.0667,-74.3667,8,1
38.0667,-74.3667,8,1
37.85,-74.1833,7,1
37.85,-74.1833,7,1
37.85,-74.1833,7,1
37.85,-74.1833,7,1
37.85,-74.1833,7,1
37.9833,-73.9667,7,1
37.9833,-73.9667,7,1
37.9833,-73.9667,7,1
37.9833,-73.9667,7,1
38.35,-73.65,7,1
38.35,-73.65,7,1
38.35,-73.65,7,1
38.35,-73.65,7,1
38.35,-73.65,7,1
38.4167,-74.1167,8,1
38.4167,-74.1167,8,1
38.4167,-74.1167,8,1
38.4167,-74.1167,8,1
38.6667,-74.3167,8,1
38.6667,-74.3167,8,1
38.6667,-74.3167,8,1
38.6667,-74.3167,8,1
38.9167,-74.55,8,1
38.9167,-74.55,8,1
38.9167,-74.55,8,1
38.9167,-74.55,8,1
38.95,-74.1167,11,1
38.95,-74.1167,11,1
38.95,-74.1167,11,1
38.95,-74.1167,11,1
38.95,-74.1167,11,1
38.75,-73.75,11,1
38.75,-73.75,11,1
38.75,-73.75,11,1
38.75,-73.75,11,1
38.75,-73.75,11,1
38.65,-73.15,10,1
38.65,-73.15,10,1
38.65,-73.15,10,1
38.65,-73.15,10,1
39.2833,-72.85,15,2
39.2833,-72.85,15,2
39.2833,-72.85,15,2
39.2833,-72.85,15,2
39.2833,-72.85,15,2
39.2833,-72.85,15,2
38.9833,-73.1333,10,1
38.9833,-73.1333,10,1
38.9833,-73.1333,10,1
38.9833,-73.1333,10,1
38.9833,-73.1333,10,1
39.2,-73.65,11,1
39.2,-73.65,11,1
39.2,-73.65,11,1
39.2,-73.65,11,1
39.2,-73.65,11,1
39.2333,-74.4333,13,1
39.2333,-74.4333,13,1
39.2333,-74.4333,13,1
39.2333,-74.4333,13,1
39.2333,-74.4333,13,1
39.3167,-74.2167,13,1
39.3167,-74.2167,13,1
39.3167,-74.2167,13,1
39.3167,-74.2167,13,1
39.3167,-74.2167,13,1
39.7167,-74.05,13,1
39.7167,-74.05,13,1
39.7167,-74.05,13,1
39.7167,-74.05,13,1
39.7167,-74.05,13,1
39.5667,-73.8167,11,1
39.5667,-73.8167,11,1
39.5667,-73.8167,11,1
39.5667,-73.8167,11,1
39.65,-73.3833,11,1
39.65,-73.3833,11,1
39.65,-73.3833,11,1
39.65,-73.3833,11,1
39.65,-73.3833,11,1
39.8667,-73.55,16,2
39.8667,-73.55,16,2
39.8667,-73.55,16,2
39.8667,-73.55,16,2
39.8667,-73.55,16,2
39.9167,-73.9333,13,1
39.9167,-73.9333,13,1
39.9167,-73.9333,13,1
39.9167,-73.9333,13,1
39.9167,-73.9333,13,1
40.1167,-73.8,16,2
40.1167,-73.8,16,2
40.1167,-73.8,16,2
40.1167,-73.8,16,2
40.25,-73.9,17,2
40.25,-73.9,17,2
40.25,-73.9,17,2
40.25,-73.9,17,2
40.25,-73.9,17,2
40.4333,-73.8333,17,2
40.4333,-73.8333,17,2
40.4333,-73.8333,17,2
40.2667,-73.6,16,2
40.2667,-73.6,16,2
40.2667,-73.6,16,2
40.2667,-73.6,16,2
40.1,-73.3833,16,2
40.1,-73.3833,16,2
40.1,-73.3833,16,2
40.1,-73.3833,16,2
40.1,-73.3833,16,2
39.9,-73.1167,15,2
39.9,-73.1167,15,2
39.9,-73.1167,15,2
39.9,-73.1167,15,2
39.9,-73.1167,15,2
39.65,-72.7667,15,2
39.65,-72.7667,15,2
39.65,-72.7667,15,2
39.65,-72.7667,15,2
39.65,-72.7667,15,2
39.4667,-72.55,15,2
39.4667,-72.55,15,2
39.4667,-72.55,15,2
39.4667,-72.55,15,2
39.85,-72.45,15,2
39.85,-72.45,15,2
39.85,-72.45,15,2
39.85,-72.45,15,2
39.85,-72.45,15,2
39.55,-72.0833,14,2
39.55,-72.0833,14,2
39.55,-72.0833,14,2
39.55,-72.0833,14,2
39.8667,-71.8167,14,2
39.8667,-71.8167,14,2
39.8667,-71.8167,14,2
39.8667,-71.8167,14,2
40.0667,-71.5,19,2
40.0667,-71.5,19,2
40.0667,-71.5,19,2
40.0667,-71.5,19,2
40.2333,-71.95,19,2
40.2333,-71.95,19,2
40.2333,-71.95,19,2
40.2333,-71.95,19,2
40.2333,-71.95,19,2
40.5167,-71.6,19,2
40.5167,-71.6,19,2
40.5167,-71.6,19,2
40.5167,-71.6,19,2
40.8167,-72.1333,20,2
40.8167,-72.1333,20,2
40.8167,-72.1333,20,2
40.8167,-72.1333,20,2
40.8167,-72.1333,20,2
40.7333,-72.6667,17,2
40.7333,-72.6667,17,2
40.7333,-72.6667,17,2
40.7333,-72.6667,17,2
40.5667,-72.4667,16,2
40.5667,-72.4667,16,2
40.5667,-72.4667,16,2
40.5667,-72.4667,16,2
40.5667,-72.4667,16,2
40.3167,-72.7167,16,2
40.3167,-72.7167,16,2
40.3167,-72.7167,16,2
40.3167,-72.7167,16,2
40.3167,-72.7167,16,2
40.4667,-73.2167,16,2
40.4667,-73.2167,16,2
40.4667,-73.2167,16,2
