latitude,longitude,strata,region
41.2333,-68.7167,33,4
41.0667,-70.4167,24,2
41.0667,-70.4167,24,2
41.0667,-70.4167,24,2
41.0667,-70.4167,24,2
41.0667,-70.4167,24,2
40.75,-70.2333,24,2
40.75,-70.2333,24,2
40.75,-70.2333,24,2
40.75,-68.7167,27,3
40.75,-68.7167,27,3
40.75,-68.7167,27,3
40.6,-68,27,3
40.6,-68,27,3
40.6,-68,27,3
40.6,-68,27,3
39.45,-73.3167,11,1
39.45,-73.3167,11,1
39.45,-73.3167,11,1
39.45,-73.3167,11,1
39.45,-73.3167,11,1
40.7667,-67.6667,27,3
40.7667,-67.6667,27,3
40.7667,-67.6667,27,3
40.7667,-67.6667,27,3
40.7667,-67.6667,27,3
41.0667,-67.4167,27,3
41.0667,-67.4167,27,3
41.0667,-67.4167,27,3
41.1667,-67.4833,30,3
41.1667,-67.4833,30,3
41.1667,-67.4833,30,3
41.0667,-67.8833,30,3
41.0667,-67.8833,30,3
40.9,-67.9833,30,3
40.9,-67.9833,30,3
40.9,-67.9833,30,3
41.1833,-67.2167,29,3
41.1833,-67.2167,29,3
41.1833,-66.6833,29,3
41.1833,-66.6833,29,3
41.1833,-66.6833,29,3
41.1833,-66.6833,29,3
41.1833,-66.6833,29,3
41.1833,-66.6833,29,3
40.8,-67.0167,27,3
40.8,-67.0167,27,3
40.8,-67.0167,27,3
36.0667,-75.2833,2,1
36.0667,-75.2833,2,1
36.0667,-75.2833,2,1
36.0667,-75.2833,2,1
36.0667,-75.2833,2,1
35.7667,-75.3167,3,1
35.7667,-75.3167,3,1
35.7667,-75.3167,3,1
35.7667,-75.3167,3,1
36.3667,-75.2333,2,1
36.3667,-75.2333,2,1
36.3667,-75.2333,2,1
36.3667,-75.2333,2,1
36.3667,-75.2333,2,1
36.3667,-75.2333,2,1
36.65,-75.0833,5,1
36.65,-75.0833,5,1
36.65,-75.0833,5,1
36.65,-75.0833,5,1
36.65,-75.0833,5,1
36.8333,-75.2,5,1
36.8333,-75.2,5,1
36.8333,-75.2,5,1
36.8333,-75.2,5,1
36.8333,-75.2,5,1
36.8333,-75.2,5,1
36.9667,-75.4833,5,1
36.9667,-75.4833,5,1
36.9667,-75.4833,5,1
36.9667,-75.4833,5,1
36.9667,-75.4833,5,1
36.9667,-75.4833,5,1
36.7667,-75.6167,5,1
36.7667,-75.6167,5,1
36.7667,-75.6167,5,1
36.7667,-75.6167,5,1
36.7667,-75.6167,5,1
37.05,-75.8,6,1
37.05,-75.8,6,1
37.05,-75.8,6,1
37.05,-75.8,6,1
37.05,-75.8,6,1
37.35,-75.5,6,1
37.35,-75.5,6,1
37.35,-75.5,6,1
37.35,-75.5,6,1
37.35,-75.5,6,1
37.55,-75.3833,9,1
37.55,-75.3833,9,1
37.55,-75.3833,9,1
37.55,-75.3833,9,1
37.55,-75.3833,9,1
37.55,-75.3833,9,1
37.7667,-75.1667,9,1
37.7667,-75.1667,9,1
37.7667,-75.1667,9,1
37.7667,-75.1667,9,1
37.7667,-75.1667,9,1
37.5667,-75.1667,5,1
37.5667,-75.1667,5,1
37.5667,-75.1667,5,1
37.5667,-75.1667,5,1
37.5667,-75.1667,5,1
37.5667,-75.1667,5,1
37.1667,-75.15,5,1
37.1667,-75.15,5,1
37.1667,-75.15,5,1
37.1667,-75.15,5,1
37.1667,-75.15,5,1
37.1667,-75.15,5,1
37.5167,-74.75,5,1
37.5167,-74.75,5,1
37.5167,-74.75,5,1
37.5167,-74.75,5,1
37.5167,-74.75,5,1
37.7167,-74.6,7,1
37.7167,-74.6,7,1
37.7167,-74.6,7,1
37.7167,-74.6,7,1
37.7167,-74.6,7,1
37.7167,-74.6,7,1
37.8333,-74.7667,8,1
37.8333,-74.7667,8,1
37.8333,-74.7667,8,1
37.8333,-74.7667,8,1
37.8333,-74.7667,8,1
37.8333,-74.7667,8,1
41.85,-66.2333,29,3
41.85,-66.2333,29,3
41.85,-66.2333,29,3
41.7667,-66.6167,29,3
41.7667,-66.6167,29,3
38.1,-74.8,8,1
38.1,-74.8,8,1
38.1,-74.8,8,1
38.1,-74.8,8,1
38.1,-74.8,8,1
38.1,-74.8,8,1
42.0333,-66.75,29,3
42.0333,-66.75,29,3
42.0333,-66.75,29,3
42.0333,-66.75,29,3
42.2,-66.9833,32,3
42.2,-66.9833,32,3
42.2,-66.9833,32,3
42.2,-66.9833,32,3
42.0833,-67.15,31,3
42.0833,-67.15,31,3
42.0833,-67.15,31,3
42.0833,-67.15,31,3
41.9667,-67.35,31,3
41.9667,-67.35,31,3
41.9667,-67.35,31,3
41.9667,-67.35,31,3
42.05,-67.8167,32,3
42.05,-67.8167,32,3
42.05,-67.8167,32,3
42.05,-67.8167,32,3
42.05,-67.8167,32,3
42.05,-67.8167,32,3
42.05,-67.5833,32,3
42.05,-67.5833,32,3
42.05,-67.5833,32,3
42.05,-67.5833,32,3
42.7,-67.9167,38,4
42.7,-67.9167,38,4
42.7,-67.9167,38,4
42.7,-67.9167,38,4
42.7,-67.9167,38,4
42.6833,-68.45,38,4
42.6833,-68.45,38,4
42.6833,-68.45,38,4
42.6833,-68.45,38,4
42.4667,-67.5833,38,4
42.4667,-67.5833,38,4
42.4667,-67.5833,38,4
42.4667,-67.5833,38,4
43.2167,-67.9,42,4
43.2167,-67.9,42,4
43.2167,-67.9,42,4
43.25,-68.0667,42,4
43.25,-68.0667,42,4
43.25,-68.0667,42,4
43.25,-68.0667,42,4
43.25,-68.0667,42,4
43.1333,-68.35,42,4
43.1333,-68.35,42,4
43.1333,-68.35,42,4
43.1333,-68.35,42,4
43.1333,-68.35,42,4
38.4833,-74.8333,9,1
38.4833,-74.8333,9,1
38.4833,-74.8333,9,1
38.4833,-74.8333,9,1
38.9167,-74.6167,12,1
38.9167,-74.6167,12,1
38.9167,-74.6167,12,1
38.9167,-74.6167,12,1
43.0833,-68.6333,41,4
43.0833,-68.6333,41,4
43.0833,-68.6333,41,4
43.0833,-68.6333,41,4
38.2667,-74.3667,8,1
38.2667,-74.3667,8,1
38.2667,-74.3667,8,1
38.2667,-74.3667,8,1
38.2667,-74.3667,8,1
38.2667,-74.3667,8,1
38.3833,-74.1667,8,1
38.3833,-74.1667,8,1
38.3833,-74.1667,8,1
38.3833,-74.1667,8,1
38.3833,-74.1667,8,1
43.0833,-69.5333,41,4
43.0833,-69.5333,41,4
43.0833,-69.5333,41,4
43.0833,-69.5333,41,4
38.6167,-74.0167,8,1
38.6167,-74.0167,8,1
38.6167,-74.0167,8,1
38.6167,-74.0167,8,1
38.6167,-74.0167,8,1
38.6167,-74.0167,8,1
42.7833,-68.7833,41,4
42.7833,-68.7833,41,4
42.7833,-68.7833,41,4
42.7833,-68.7833,41,4
38.95,-74.2333,11,1
38.95,-74.2333,11,1
38.95,-74.2333,11,1
38.95,-74.2333,11,1
38.95,-74.2333,11,1
38.95,-74.2333,11,1
39.2667,-74.3833,13,1
39.2667,-74.3833,13,1
39.2667,-74.3833,13,1
39.2667,-74.3833,13,1
39.3,-74.0667,13,1
39.3,-74.0667,13,1
39.3,-74.0667,13,1
39.3,-74.0667,13,1
39.3,-74.0667,13,1
39.3,-74.0667,13,1
42.9167,-69.8167,37,4
42.9167,-69.8167,37,4
42.9167,-69.8167,37,4
42.9167,-69.8167,37,4
42.8,-69.5,41,4
42.8,-69.5,41,4
42.8,-69.5,41,4
42.8,-69.5,41,4
42.6833,-69.45,37,4
42.6833,-69.45,37,4
42.6833,-69.45,37,4
42.6833,-69.45,37,4
39.7667,-73.5333,11,1
39.7667,-73.5333,11,1
39.7667,-73.5333,11,1
39.7667,-73.5333,11,1
39.7667,-73.5333,11,1
39.7667,-73.5333,11,1
42.4167,-69.1333,37,4
42.4167,-69.1333,37,4
42.4167,-69.1333,37,4
42.4167,-69.1333,37,4
39.55,-73.7167,11,1
39.55,-73.7167,11,1
39.55,-73.7167,11,1
39.55,-73.7167,11,1
39.55,-73.7167,11,1
39.55,-73.7167,11,1
39.3,-73.6333,11,1
39.3,-73.6333,11,1
39.3,-73.6333,11,1
39.3,-73.6333,11,1
38.9833,-73.55,11,1
38.9833,-73.55,11,1
38.9833,-73.55,11,1
38.9833,-73.55,11,1
38.9833,-73.55,11,1
38.9833,-73.55,11,1
42.1667,-68.5,34,4
42.1667,-68.5,34,4
42.1667,-68.5,34,4
42.1667,-68.5,34,4
42.2167,-68.25,38,4
42.2167,-68.25,38,4
42.2167,-68.25,38,4
39,-73.0667,10,1
39,-73.0667,10,1
39,-73.0667,10,1
39,-73.0667,10,1
39,-73.0667,10,1
41.9167,-68.2833,38,4
41.9167,-68.2833,38,4
41.9167,-68.2833,38,4
41.8333,-68.0167,32,3
41.8333,-68.0167,32,3
41.8333,-68.0167,32,3
41.8333,-68.0167,32,3
42.15,-68.7833,34,4
42.15,-68.7833,34,4
42.15,-68.7833,34,4
42.15,-68.7833,34,4
41.9167,-68.95,34,4
41.9167,-68.95,34,4
41.9167,-68.95,34,4
41.9167,-68.95,34,4
42.1667,-69.4833,37,4
42.1667,-69.4833,37,4
42.1667,-69.4833,37,4
42.1667,-69.4833,37,4
42.1667,-69.6667,37,4
42.1667,-69.6667,37,4
42.1667,-69.6667,37,4
42.1667,-69.6667,37,4
40.3,-73.75,16,2
40.3,-73.75,16,2
40.3,-73.75,16,2
40.3,-73.75,16,2
40.3,-73.75,16,2
40.0667,-73.6833,16,2
40.0667,-73.6833,16,2
40.0667,-73.6833,16,2
40.0667,-73.6833,16,2
40.0667,-73.6833,16,2
40.0667,-73.6833,16,2
41.95,-69.5833,34,4
41.95,-69.5833,34,4
41.95,-69.5833,34,4
41.95,-69.5833,34,4
41.95,-69.5833,34,4
41.6333,-69.5667,33,4
41.6333,-69.5667,33,4
41.6333,-69.5667,33,4
41.6333,-69.5667,33,4
41.4667,-69.4,33,4
41.4667,-69.4,33,4
41.4667,-69.4,33,4
41.5667,-69.6667,33,4
41.5667,-69.6667,33,4
41.5667,-69.6667,33,4
41.5667,-69.6667,33,4
41.5667,-69.6667,33,4
40.4833,-73.6333,17,2
40.4833,-73.6333,17,2
40.4833,-73.6333,17,2
40.4833,-73.6333,17,2
40.4833,-73.6333,17,2
40.4833,-73.6333,17,2
40.2333,-73,16,2
40.2333,-73,16,2
40.2333,-73,16,2
40.2333,-73,16,2
40.2333,-73,16,2
39.9333,-73.2833,15,2
39.9333,-73.2833,15,2
39.9333,-73.2833,15,2
39.9333,-73.2833,15,2
39.9333,-73.2833,15,2
39.9333,-73.2833,15,2
39.5167,-72.8167,15,2
39.5167,-72.8167,15,2
39.5167,-72.8167,15,2
39.5167,-72.8167,15,2
39.5167,-72.8167,15,2
39.5167,-72.8167,15,2
39.8833,-72.75,16,2
39.8833,-72.75,16,2
39.8833,-72.75,16,2
39.8833,-72.75,16,2
39.8833,-72.75,16,2
39.8833,-72.75,16,2
39.9833,-72.4167,15,2
39.9833,-72.4167,15,2
39.9833,-72.4167,15,2
39.9833,-72.4167,15,2
39.9833,-72.4167,15,2
40.3167,-72.5,16,2
40.3167,-72.5,16,2
40.3167,-72.5,16,2
40.3167,-72.5,16,2
40.3167,-72.5,16,2
40.3167,-72.5,16,2
40.7667,-72.6667,17,2
40.7667,-72.6667,17,2
40.7667,-72.6667,17,2
40.7667,-72.6667,17,2
40.7667,-72.6667,17,2
40.5333,-73.15,17,2
40.5333,-73.15,17,2
40.5333,-73.15,17,2
40.5333,-73.15,17,2
40.5333,-73.15,17,2
40.5333,-73.15,17,2
40.9167,-70.7333,24,2
40.9167,-70.7333,24,2
40.9167,-70.7333,24,2
40.9167,-70.7333,24,2
41,-70.2833,24,2
41,-70.2833,24,2
41,-70.2833,24,2
41,-70.2833,24,2
40.5,-70.0833,23,2
40.5,-70.0833,23,2
40.5,-70.0833,23,2
40.5,-70.0833,23,2
40.6333,-69.2667,24,2
40.6333,-69.2667,24,2
40.6333,-69.2667,24,2
40.6333,-69.2667,24,2
40.6333,-69.2667,24,2
40.45,-69.6333,23,2
40.45,-69.6333,23,2
40.45,-69.6333,23,2
40.45,-69.6333,23,2
40.8667,-69.1167,23,2
40.8667,-69.1167,23,2
40.8667,-69.1167,23,2
40.8667,-69.1167,23,2
40.8667,-69.1167,23,2
40.9167,-68.4,30,3
40.9167,-68.4,30,3
40.9167,-68.4,30,3
40.7333,-67.6333,27,3
40.7333,-67.6333,27,3
40.7333,-67.6333,27,3
40.7333,-67.6333,27,3
40.7833,-67.6,27,3
40.7833,-67.6,27,3
41.2667,-67.8,30,3
41.2667,-67.8,30,3
41.2667,-67.8,30,3
41.2667,-67.8,30,3
41.2667,-67.45,30,3
41.2667,-67.45,30,3
41.0833,-67.3667,27,3
41.0833,-67.3667,27,3
40.95,-66.9,29,3
40.95,-66.9,29,3
40.95,-66.9,29,3
40.95,-66.9,29,3
41.5833,-67.4167,30,3
41.5833,-67.4167,30,3
41.5833,-67.4167,30,3
42.15,-67.7,32,3
42.15,-67.7,32,3
42.15,-67.7,32,3
42.15,-67.7,32,3
42.3,-67.9333,38,4
42.3,-67.9333,38,4
42.3,-67.9333,38,4
42.1167,-67.1667,32,3
42.1167,-67.1667,32,3
41.9333,-67.1667,30,3
41.9333,-67.1667,30,3
41.9333,-67.1667,30,3
41.6167,-67.1,29,3
41.6167,-67.1,29,3
41.7333,-66.7667,29,3
41.7333,-66.7667,29,3
41.9333,-66.45,29,3
41.9333,-66.45,29,3
41.9333,-66.45,29,3
41.9333,-66.45,29,3
41.5833,-66.0167,29,3
41.5833,-66.0167,29,3
41.5833,-66.0167,29,3
41.5833,-66.0167,29,3
41.5333,-66.4333,29,3
41.5333,-66.4333,29,3
41.5333,-66.4333,29,3
41.2667,-66.7333,29,3
41.2667,-66.7333,29,3
41.2667,-66.7333,29,3
41.6667,-67.9,31,3
41.6667,-67.9,31,3
41.6667,-67.9,31,3
41.85,-68.1667,32,3
41.85,-68.1667,32,3
41.85,-68.1667,32,3
41.5,-69.5833,33,4
41.5,-69.5833,33,4
41.5,-69.5833,33,4
41.25,-69.3667,33,4
41.25,-69.3667,33,4
41.25,-69.3667,33,4
41.25,-69.3667,33,4
41.25,-69.3667,33,4
41.3167,-68.9833,34,4
41.3167,-68.9833,34,4
41.3167,-68.9833,34,4
41.2333,-68.7167,33,4
41.2333,-68.7167,33,4
41.2333,-68.7167,33,4
41.2333,-68.7167,33,4
41.2833,-68.4333,31,3
41.2833,-68.4333,31,3
41.2833,-68.4333,31,3
41.2833,-68.4333,31,3
41.2833,-68.4333,31,3
41.3333,-68.5833,33,4
41.3333,-68.5833,33,4
41.3333,-68.5833,33,4
41.65,-68.7167,34,4
41.65,-68.7167,34,4
41.65,-68.7167,34,4
41.65,-68.7167,34,4
42.0333,-68.6,34,4
42.0333,-68.6,34,4
42.0333,-68.6,34,4
42.0333,-68.6,34,4
42.1333,-68.95,34,4
42.1333,-68.95,34,4
42.1333,-68.95,34,4
42.1333,-68.95,34,4
42.0667,-69.1333,34,4
42.0667,-69.1333,34,4
42.0667,-69.1333,34,4
42.0667,-69.1333,34,4
41.85,-69.4833,34,4
41.85,-69.4833,34,4
41.85,-69.4833,34,4
42.1333,-69.4167,37,4
42.1333,-69.4167,37,4
42.1333,-69.4167,37,4
42.1333,-69.4167,37,4
42.5667,-69.3167,37,4
42.5667,-69.3167,37,4
42.5667,-69.3167,37,4
42.6333,-68.7,37,4
42.6333,-68.7,37,4
42.6333,-68.7,37,4
42.4833,-68.15,38,4
42.4833,-68.15,38,4
42.4833,-68.15,38,4
42.4833,-68.15,38,4
43.0167,-68.2167,42,4
43.0167,-68.2167,42,4
43.0167,-68.2167,42,4
43.0167,-68.2167,42,4
43.0833,-67.8167,42,4
43.0833,-67.8167,42,4
43.0833,-67.8167,42,4
42.8667,-67.55,42,4
42.8667,-67.55,42,4
42.8667,-67.55,42,4
42.7167,-67.5667,38,4
42.7167,-67.5667,38,4
42.7167,-67.5667,38,4
42.7167,-67.5667,38,4
42.5833,-67.25,39,4
42.5833,-67.25,39,4
42.5833,-67.25,39,4
42.5833,-67.25,39,4
42.35,-67.3333,39,4
42.35,-67.3333,39,4
42.35,-67.3333,39,4
43.0667,-66.8333,43,4
43.0667,-66.8333,43,4
43.0667,-66.8333,43,4
43.0667,-66.8333,43,4
43.6667,-68,42,4
43.6667,-68,42,4
43.6667,-68,42,4
43.6667,-68,42,4
43.5167,-68.45,41,4
43.5167,-68.45,41,4
43.5167,-68.45,41,4
43.5167,-68.45,41,4
40.0833,-73.7167,16,2
40.0833,-73.7167,16,2
40.0833,-73.7167,16,2
40.0833,-73.7167,16,2
40.0833,-73.7167,16,2
40.0833,-73.7167,16,2
40.3,-73.7667,16,2
40.3,-73.7667,16,2
40.3,-73.7667,16,2
40.3,-73.7667,16,2
40.3,-73.7667,16,2
40.3,-73.7667,16,2
40.5333,-73.1333,17,2
40.5333,-73.1333,17,2
40.5333,-73.1333,17,2
40.5333,-73.1333,17,2
40.5333,-73.1333,17,2
40.5333,-73.1333,17,2
40.65,-73.0333,17,2
40.65,-73.0333,17,2
40.65,-73.0333,17,2
40.65,-73.0333,17,2
40.5,-72.8167,16,2
40.5,-72.8167,16,2
40.5,-72.8167,16,2
40.5,-72.8167,16,2
40.3167,-72.5333,16,2
40.3167,-72.5333,16,2
40.3167,-72.5333,16,2
40.5833,-72.4667,16,2
40.5833,-72.4667,16,2
40.5833,-72.4667,16,2
40.5833,-72.4667,16,2
40.5833,-72.4667,16,2
40.75,-72.35,20,2
40.75,-72.35,20,2
40.75,-72.35,20,2
40.75,-72.35,20,2
40.75,-72.35,20,2
40.6,-71.9667,20,2
40.6,-71.9667,20,2
40.6,-71.9667,20,2
40.6,-71.9667,20,2
40.6,-71.9667,20,2
40.6,-71.9667,20,2
40.6,-71.5,19,2
40.6,-71.5,19,2
40.6,-71.5,19,2
40.6,-71.5,19,2
41.0333,-71.55,20,2
41.0333,-71.55,20,2
41.0333,-71.55,20,2
41.0333,-71.55,20,2
41.0333,-71.55,20,2
41.0167,-71.0333,20,2
41.0167,-71.0333,20,2
41.0167,-71.0333,20,2
41.0167,-71.0333,20,2
43.5833,-69.5333,41,4
43.5833,-69.5333,41,4
43.5833,-69.5333,41,4
43.5833,-69.5333,41,4
40.6833,-71.0167,19,2
40.6833,-71.0167,19,2
40.6833,-71.0167,19,2
40.6833,-71.0167,19,2
40.6833,-71.0167,19,2
40.4167,-70.95,19,2
40.4167,-70.95,19,2
40.4167,-70.95,19,2
40.4167,-70.95,19,2
43.4,-69.2167,41,4
43.4,-69.2167,41,4
43.4,-69.2167,41,4
43.4,-69.2167,41,4
40,-71.25,18,2
40,-71.25,18,2
40,-71.25,18,2
40,-71.25,18,2
40,-71.25,18,2
40.2333,-71.3,19,2
40.2333,-71.3,19,2
40.2333,-71.3,19,2
40.2333,-71.3,19,2
40.2333,-71.3,19,2
43.1,-68.8,41,4
43.1,-68.8,41,4
43.1,-68.8,41,4
43.1,-68.8,41,4
43.1,-68.8,41,4
43.1333,-69.55,41,4
43.1333,-69.55,41,4
43.1333,-69.55,41,4
43.1333,-69.55,41,4
39.5167,-72.8167,15,2
39.5167,-72.8167,15,2
39.5167,-72.8167,15,2
39.5167,-72.8167,15,2
39.5167,-72.8167,15,2
39.5167,-72.8167,15,2
39.75,-72.5667,15,2
39.75,-72.5667,15,2
39.75,-72.5667,15,2
39.75,-72.5667,15,2
39.75,-72.5667,15,2
39.75,-72.5667,15,2
43.0833,-69.8833,37,4
43.0833,-69.8833,37,4
43.0833,-69.8833,37,4
43.0833,-69.8833,37,4
39.9833,-72.4,15,2
39.9833,-72.4,15,2
39.9833,-72.4,15,2
39.9833,-72.4,15,2
39.9833,-72.4,15,2
39.9833,-72.9333,16,2
39.9833,-72.9333,16,2
